		Response, DN cm$^{-5}$ s$^{-1}$ pix$^{-1}$
T,K	94 131 171 193 211 335

1.8621e+06	3.9149e-28	3.2496e-28	4.9027e-27	7.8911e-26	4.3781e-26	2.6637e-28	
1.9055e+06	3.8681e-28	3.0345e-28	3.8112e-27	6.8106e-26	4.3031e-26	2.8923e-28	
1.9498e+06	3.7905e-28	2.8370e-28	2.9683e-27	5.7855e-26	4.1664e-26	3.1318e-28	
1.9953e+06	3.6770e-28	2.6546e-28	2.3217e-27	4.8367e-26	3.9719e-26	3.3749e-28	
2.0417e+06	3.5262e-28	2.4854e-28	1.8278e-27	3.9799e-26	3.7273e-26	3.6132e-28	
2.0893e+06	3.3428e-28	2.3281e-28	1.4522e-27	3.2270e-26	3.4456e-26	3.8399e-28	
2.1380e+06	3.1345e-28	2.1814e-28	1.1668e-27	2.5817e-26	3.1409e-26	4.0491e-28	
2.1878e+06	2.9100e-28	2.0443e-28	9.4908e-28	2.0408e-26	2.8265e-26	4.2353e-28	
2.2387e+06	2.6783e-28	1.9158e-28	7.8154e-28	1.5962e-26	2.5137e-26	4.3934e-28	
2.2909e+06	2.4482e-28	1.7951e-28	6.5105e-28	1.2372e-26	2.2118e-26	4.5200e-28	
2.3442e+06	2.2280e-28	1.6816e-28	5.4797e-28	9.5172e-27	1.9280e-26	4.6136e-28	
2.3988e+06	2.0244e-28	1.5748e-28	4.6527e-28	7.2792e-27	1.6672e-26	4.6745e-28	
2.4547e+06	1.8428e-28	1.4745e-28	3.9789e-28	5.5449e-27	1.4321e-26	4.7047e-28	
2.5119e+06	1.6870e-28	1.3805e-28	3.4220e-28	4.2141e-27	1.2237e-26	4.7074e-28	
2.5704e+06	1.5595e-28	1.2927e-28	2.9559e-28	3.2007e-27	1.0414e-26	4.6864e-28	
2.6303e+06	1.4610e-28	1.2108e-28	2.5613e-28	2.4324e-27	8.8349e-27	4.6439e-28	
2.6915e+06	1.3917e-28	1.1345e-28	2.2239e-28	1.8516e-27	7.4762e-27	4.5824e-28	
2.7542e+06	1.3514e-28	1.0637e-28	1.9337e-28	1.4135e-27	6.3150e-27	4.5047e-28	
2.8184e+06	1.3398e-28	9.9823e-29	1.6828e-28	1.0834e-27	5.3286e-27	4.4141e-28	
2.8840e+06	1.3565e-28	9.3786e-29	1.4654e-28	8.3455e-28	4.4945e-27	4.3134e-28	
2.9512e+06	1.4009e-28	8.8237e-29	1.2764e-28	6.4669e-28	3.7909e-27	4.2044e-28	
3.0200e+06	1.4723e-28	8.3148e-29	1.1120e-28	5.0445e-28	3.1984e-27	4.0886e-28	
3.0903e+06	1.5705e-28	7.8495e-29	9.6870e-29	3.9640e-28	2.7003e-27	3.9674e-28	
3.1623e+06	1.6953e-28	7.4254e-29	8.4391e-29	3.1402e-28	2.2821e-27	3.8425e-28	
3.2359e+06	1.8468e-28	7.0403e-29	7.3524e-29	2.5094e-28	1.9313e-27	3.7153e-28	
3.3113e+06	2.0252e-28	6.6916e-29	6.4061e-29	2.0238e-28	1.6370e-27	3.5864e-28	
3.3884e+06	2.2306e-28	6.3768e-29	5.5822e-29	1.6478e-28	1.3901e-27	3.4567e-28	
3.4674e+06	2.4631e-28	6.0937e-29	4.8652e-29	1.3550e-28	1.1828e-27	3.3268e-28	
3.5481e+06	2.7233e-28	5.8403e-29	4.2414e-29	1.1255e-28	1.0088e-27	3.1974e-28	
